Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Goessling,4,42551,2016,30-Jun-16,6302016,Conecuh National Forest,279.2,279,,,207,"1, 16-30",31.03826,-86.68391,N,>25,,F,F,F,2897.9,25.4,,189,110,24.6,22.9,26.2,3,y,n,300.00,evening 7:15,n,n,1492-1495,,0,0,0,0,0,,30-Jun-16,6292016,,4-16-30
Goessling,4,42883,2017,28-May-17,5282017,Conecuh National Forest,279.2,279,,,822,16-31,31.03807,-86.68393,R,old,,F,F,F,2899,25.3,,190,109,24.5,,26.3,7,Y,UB,54,10:22,N,N,1741-1744,65.0,0,0,0,0,0,EROSION BOTH,24-May-17,5242017,Burrow No: 4-16-31 / 822,BurrowNo: 4-16-21 / 907
Goessling,4,42552,2016,1-Jul-16,7012016,Conecuh National Forest,280,280,,,25,16-18,31.03932,-86.68659,N,15,,M,M,M,1568,20.1,,152,89,20.2,18.1,21.3,6,y,n,76.00,morning 1042,n,n,1496-1499,,0,0,0,0,0,R naris eroded,1-Jul-16,6282016,posterior most vertebral scute is concave/depressed,4-16-18
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,280,280,,,25,16-18,31.03932,-86.68659,R,14/15,,M,M,M,1629,20.2,,155,90,20.6,,21.1,7,Y,UB,86,14:29,N,N,1801-1806,51.8,0,0,0,0,0,MOD ASYM,24-May-17,5242017,STRESSED IN TRAP,4-16-18
Goessling,4,43616,2019,31-May-19,5/31/19,Conecuh National Forest,280,280,43-182771,Y,4-25,,31.03937,-86.68656,R,14,,M,M,M,1932.8,22.5,21.3,16.2,95,21.4,19.4,225,6,Y,UDB,85,1020,N,N,CG PHONE,,0,0,0,0,0,SEVERE EROSION,5/29/19,5/29/19,,HEMORRHOID? DIMPLE ON CARAPACE
Goessling,4,43625,2019,9-Jun-19,6/9/19,Conecuh National Forest,280,280,43-182771,Y,26,,31.03948,-86.68651,R,13,,M,M,M,1840.8,21.2,21.2,16.1,95,21.5,19.5,225,8,Y,NO,130,1228,N,N,CG PHONE,,0,0,0,1,0,MOD EROSION,5/31/19,5/31/19,,
Goessling,4,42552,2016,1-Jul-16,7012016,Conecuh National Forest,281,281,,,40,,31.03762,-86.68745,N,1,1,J,J,J,44.1,6.0,,51,30,5.8,5.7,6.2,0,y s.c.,n,41.00,,n,n,1500-1504,,0,0,0,0,0,,1-Jul-16,6302016,chipped 2 r rear marginal,4-16-25
Goessling,4,42557,2016,6-Jul-16,7062016,Conecuh National Forest,282,282,,,7,16-08,31.04029,-86.68408,N,2,2,J,J,J,58.4,6.8,,56,35,6.4,6.3,6.8,0,y s.c.,ub,120.00,morning 1030,n,n,1505-1509,,0,0,0,0,0,,6-Jul-16,7052016 and 6272016,weird keratin growth; divided anal scute,4-16-08
Goessling,4,42558,2016,7-Jul-16,7072016,Conecuh National Forest,283,283,,,43,16-24,31.03870,-86.6851,N,<1,1,J,J,J,37.5,5.5,,48,29,5.2,5.1,5.6,0,y s.c.,ub,60.00,morning 1022,n,n,1510-1513,,0,0,0,0,0,,7-Jul-16,705206 but caught walking outside of burrow,walking around outside of burrow; not trapped,4-16-24
Goessling,4,42558,2016,7-Jul-16,7072016,Conecuh National Forest,284,284,,,41,16-27,31.03732,-86.68649,N,4,4,J,J,J,179,9.5,,88,45,9.9,8.4,9.3,0,y s.c. ,ub,65.00,morning 1145,n,n,1525-1528,,0,0,0,0,0,,7-Jul-16,7052016,lymphy blood,4-16-27
Goessling,4,42558,2016,7-Jul-16,7072016,Conecuh National Forest,285,285,,,35,16-37,31.03763,-86.68634,N,4,4,J,J,J,189.2,10.2,,80,48,9.8,9.3,10.3,1,y s.c.,ub,56.00,morning 1155,n,n,1529-1532,,0,0,0,0,0,,7-Jul-16,7052016,,4-16-37
Goessling,4,42558,2016,7-Jul-16,7072016,Conecuh National Forest,286,286,,,39,16-26,31.03786,-86.68771,N,2,2,J,J,J,76,7.3,,62,32,7.0,6.8,7.0,0,y s.c.,n,92.00,afternoon 3:02,n,n,1534-1537,,0,0,0,0,0,,7-Jul-16,7052016 and 6302016,,4-16-26
Goessling,4,42559,2016,8-Jul-16,7082016,Conecuh National Forest,287,287,,,822,16-31,31.03807,-86.68393,N,19,,M,M,M,1539.7,20.1,,151,87,19.2,17.4,20.1,7,y,db,79.00,morning 1033,n,n,1539-1542,,2,0,0,0,0,,8-Jul-16,7052016,left front claw missing; nares erosion,4-16-31
Goessling,4,42559,2016,8-Jul-16,7082016,Conecuh National Forest,288,288,,,44,16-39,31.03886,-86.6852,N,5,5,J,J,J,182.2,10.0,,78,45,9.7,9.2,10.2,0,y s.c.,db,62.00,morning 1050,n,n,1543-1546,,0,0,0,0,0,,8-Jul-16,7072016,stressed in trap; shell partly chipped at anal scute,4-16-39
Goessling,4,42563,2016,12-Jul-16,7122016,Conecuh National Forest,289,289,,,10,16-12,31.03919,-86.68473,N,5,5,J,J,J,211.4,10.2,,82,51,9.8,9.2,10.2,1,y s.c.,ub,78,morning 950,n,n,1547-1550,,0,0,0,0,0,,12-Jul-16,7112016 and 752016 and 6272016,,4-16-12
Goessling,4,42563,2016,12-Jul-16,7122016,Conecuh National Forest,290,290,,,9,16-33,31.03987,-86.68465,N,4,4,J,J,J,111.6,8.3,,69,40,8.2,7.8,8.4,0,y s.c.,ub,70,,n,n,1556-1561,,0,0,0,0,0,,12-Jul-16,752016 and 7112016,,4-16'33
Goessling,4,42881,2017,26-May-17,5262017,Conecuh National Forest,296,296,,,2.1,,31.03818,-86.68384,N,3,3,J,J,J,93,7.6,,,47,7.5,,7.6,0,Y,UB,47,14:48,N,N,1720-1724,0.0,2,0,0,0,0,EROSION,24-May-17,5242017,EXTRA NUCHAL SCUTE,4-16-32
Goessling,4,42881,2017,26-May-17,5262017,Conecuh National Forest,297,297,,,14,,31.04046,-86.68554,N,2,2,J,J,J,67,6.7,,,33,6.5,,6.7,0,Y,N,76,15:00,N,N,1725-1728,31.8,0,0,0,0,0,0,24-May-17,5242017,,
Goessling,4,42882,2017,27-May-17,5272017,Conecuh National Forest,298,298,,,609,,31.04039,-86.68531,N,1,1,J,J,J,,6.4,,52,29,6.2,,6.5,0,Y,UB,42,14:43,N,N,1739-1740,0.0,0,0,0,0,0,0,26-May-17,5262017,,
Goessling,4,42885,2017,30-May-17,5302017,Conecuh National Forest,299,299,,,5,16-09,31.03961,-86.68424,N,5,5,J,J,J,155,9.3,,74,42,9.0,,9.3,0,Y,N,53,10:28,N,N,1745-1751,2.9,1,0,0,0,0,L NARIS ERODED,24-May-17,5242017,FLAKY/ABNORMAL KERATIN/SHELL,4-16-09 / 5
Goessling,4,42885,2017,30-May-17,5302017,Conecuh National Forest,300,300,,,9715,,31.04008,-86.6869,N,3,3,J,J,J,103,8.1,,67,38,7.8,,8.2,0,Y,UB,51,11:20,N,N,1756-1759,0.0,0,0,0,0,0,0,26-May-17,5262017,LYMPHY BLOOD,
Guyer,4.1,37014,2001,03-May-01,03-May-01,Conecuh National Forest,301.1,301,,,472,,31.03398,-86.69109,N,25,,F,F,F,1805,22.5,,16.9,,21.1,,22.6,3,,,,,,,,,,,,,,,,,more than 25; age added by Val Johnson; 151.066,
Guyer,4.1,37772,2003,31-May-03,31-May-03,Conecuh National Forest,301.1,301,,,472,,31.03398,-86.69109,R,,,F,F,F,1990,21.9,,,,21.3,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42886,2017,31-May-17,31-May-17,Conecuh National Forest,301.2,301,,,9710,,31.04021,-86.68641,N,1,1,J,J,J,43,5.4,5.4,49,28,5.5,5.5,56.0,0,,,44,1100 AM,,,1760-1763,,,,,,,,,,Hand captured out walking,
Guyer,4,37014,2001,03-May-01,03-May-01,Conecuh National Forest,302.1,302,,,695,,31.03708,-86.68489,N,25,,F,JF,J,1506,19.3,,15.7,,19.0,,20.0,3,,,,,,,,,,,,,,,,,more than 25; age added by Val Johnson; THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Goessling,4,42886,2017,31-May-17,5312017,Conecuh National Forest,302.2,302,,,9701,,31.03765,-86.68718,N,1,1,J,J,J,40,5.3,,49,26,5.2,,5.6,0,N,?,-,10:00,N,N,1764-1765,,0,0,0,0,0,0,30-May-17,5302017,"KILLED BY FIRE ANTS, DEPOSITED INTO AUMNH",
Guyer,4,37022,2001,11-May-01,11-May-01,Conecuh National Forest,303.1,303,,,NA,,NA,NA,N,2,2,J,J,J,92,7.6,,6.4,,7.6,,7.8,0,,,,,,,,,,,,,,,,,listed as 1-2 but tape documents growth in second year; THIS WAS ENTERED INTO DATASET IN 2005-VMJ,
Goessling,4,42888,2017,2-Jun-17,6022017,Conecuh National Forest,303.2,303,,,9703,,31.04033,-86.68427,N,4,4,J,J,J,199,9.7,,78,45,9.7,,9.9,0,Y,UB,~40 MIN,17:10 (DURING RAIN),N,N,1778-1781,6.2,0,0,0,0,0,0,29-May-17,5292017,,
Guyer,4.1,37766,2003,25-May-03,25-May-03,Conecuh National Forest,304.1,304,,,922,308,31.03394,-86.69229,N,,,M,M,M,1953,22.2,,,,22.5,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,304.2,304,,,3,16-11,31.03943,-86.68414,N,18/19,,M,M,M,2755,24.2,,19,10.9,24.5,,25.7,12,Y,UDB,83,13:07,N,N,1782-1785,29.5,0,0,0,0,0,0,24-May-17,5242017,STRESSED/FOAMY,4-16-11
Goessling,4,43619,2019,3-Jun-19,6/3/19,Conecuh National Forest,304.2,304,43-182664,Y,222,,31.04009,-86.6838,R,19,,M,M,M,2932,24.6,24.5,19,10.9,25.2,22.4,26.3,11,Y,NO,90,1418,N,N,CG PHONE,,1,0,0,,0,MILD EROSION,5/25/19,5/25/19,,
Guyer,4,37769,2003,28-May-03,28-May-03,Conecuh National Forest,305.1,305,,,801,707,31.04012,-86.68453,N,,,M,JM,J,828,16.5,,,,15.5,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,305.2,305,,,901,,31.04016,-86.6852,N,old,,M,M,M,2218,24.0,,17.3,10.2,24.6,,25.1,9,Y,UDB,65,13:46,N,N,1791-1794,78.7,0,0,0,0,0,0,27-May-17,5272017,POSSIBLY STRESSED IN TRAP,
Goessling,4,43625,2019,9-Jun-19,6/9/19,Conecuh National Forest,305.2,305,43-182609,Y,19.01,4-19-01,31.03841,-86.68403,R,old,,M,M,M,2448.7,24.4,24.4,17.5,10.2,24.8,22.3,25.4,10,Y,UB,90,1100,N,N,CG PHONE,,-,-,-,-,-,"MOD EROSION; WET, CANT EVALUATE SYMPTOMS",5/25/19,5/25/19,,
Guyer,4,37773,2003,01-Jun-03,01-Jun-03,Conecuh National Forest,306.1,306,,,806,,NA,NA,N,,,J,J,J,267,11.3,,,,11.4,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,306.2,306,,,27,16-20,31.03937,-86.68656,N,5,5,J,J,J,166,9.6,,7.8,4.2,9.8,,9.9,0,Y,UB,51,14:16,N,N,1795-1800,0.0,2,0,0,0,0,MILD EROSION,26-May-17,5262017,,4-16-20 / 27
Goessling,4,43619,2019,3-Jun-19,6/3/19,Conecuh National Forest,306.2,306,43-182618,Y,27,16-20,31.03937,-86.68657,R,8,8,J,J,J,279,11.4,11.1,9,5.8,11.5,10.6,11.5,0,Y,NO,120,1440,N,N,CG PHONE,,-,-,-,-,-,NONE,5/30/19,5/30/19,,"EXTREMELY FOAMY, DYSKER, "
Guyer,4.1,37777,2003,05-Jun-03,05-Jun-03,Conecuh National Forest,307.1,307,,,804,,31.0332,-86.68631,N,,,F,F,F,2528,24.3,,,,23.4,,,,,,,,,,,,,,,,,,,,,
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,307.2,307,,,37,16-40,31.03802,-86.68684,N,old,,F,F,F,3554,27.7,,204,106,26.5,,28.4,2,Y,UDB,78,15:20,N,N,1818-1822,31.3,1,0,0,0,0,MOD EROSION,30-May-17,5302017,"VERY THIN, FORGOT TO MARK",4-16-40 / 307
Goessling,4,43612,2019,27-May-19,5/27/19,Conecuh National Forest,337,337,43-182779,Y,19.06,4-19-06,31.04004,-86.68658,N,6,6,J,J,J,266.8,11.1,11.1,90,50,11,,11.1,0,Y,UB,73,1016,N,N,JG PHONE,,0,0,0,0,0,NONE,5/26/19,5/26/19,,
Goessling,4,43613,2019,28-May-19,5/28/19,Conecuh National Forest,338,338,43-182799,Y,19.07,4-19-07,31.03991,-86.6863,N,6,6,J,J,J,476.7,13.7,13,105,63,13.7,12.4,14.1,1,Y,UDB,90,1035,N,N,JG PHONE,,0,0,0,0,0,MILD ASYM,5/27/19,5/27/19,,NUCHAL BROKEN; IN TRAP OVERNIGHT?
Goessling,4,43616,2019,31-May-19,5/31/19,Conecuh National Forest,339,339,43-182700,Y,16.3,4-16-30,31.03831,-86.68391,N,old,,F,F,F,4287,27.2,27.2,213,116,25.3,23.9,27.6,2,Y,UDB,90,0933,N,N,JG PHONE,,0,0,0,0,0,MILD ASYM,5/25/19,5/25/19,,PROBABLY IN TRAP OVERNIGHT; MILD HUMERAL DYSKER
Goessling,4,43617,2019,1-Jun-19,6/1/19,Conecuh National Forest,340,340,43-182734,Y,1608,4-16-08,31.04029,-86.68408,N,>17,,M,M,M,2898,25.0,24.6,182,109,24,21.9,26,10,Y,NO,240,1021,N,N,CG PHONE,,0,0,0,0,0,SEVERE EROSION,5/25/19,5/25/19,,"TRAP STRESSED, LIKELY OVERNIGHT, BROKE OFF LEFT AND FRONT CLAWS IN TRAP, LYMPHY BLOOD"
Goessling,4,43617,2019,1-Jun-19,6/1/19,Conecuh National Forest,341,341,43-182782,Y,16.01,4-16-01,31.04002,-86.68517,N,?,,M,M,M,1837,21.6,21.5,157,96,21.8,19.8,22.7,8,Y,-,205,1045,N,N,CG PHONE,,0,0,0,0,0,MOD EROSION,5/25/19,5/25/19,,"STRESSED IN TRAP, BRUISED LIMBS, AGED AS 9 IN FIELD BUT HIGHLY UNLIKELY"
Goessling,4,43618,2019,2-Jun-19,6/2/19,Conecuh National Forest,342,342,43-182642,Y,96,,31.04093,-86.68473,N,6,,J,J,J,364,12.6,12.6,96,53,12.5,11.3,12.8,1,Y,NO,74,1017,N,N,CG PHONE,,0,0,0,0,0,MILD ASYM,5/25/19,5/25/19,,"SCAR NEXT TO NOTCH AT ""2"""
Goessling,4,43618,2019,2-Jun-19,6/2/19,Conecuh National Forest,343,343,43-182673,Y,19.12,4-19-12,31.03823,-86.68684,N,>18,,M,M,M,1648,21.0,21,159,90,20.8,18.9,21.7,12,Y,UDB,95,1059,N,N,CG PHONE,,0,0,0,0,0,MOD EROSION,5/31/19,5/31/19,,"FOAMY, IN TRAP OVERNIGHT? MISSING FRONT RIGHT NAIL"
Goessling,4,43620,2019,4-Jun-19,6/4/19,Conecuh National Forest,344,344,43-182773,Y,NA,,31.03988,-86.68679,N,2,2,J,J,J,63,7.0,6.7,57,34,6.7,6.4,6.9,1,Y,UB,51,1435,N,N,JG PHONE,,0,1,0,0,0,MOD EROSION,-,-,Found walking around surface,MISSING TOENAIL ON SECOND REAR RIGHT DIGIT
Goessling,4,43620,2019,4-Jun-19,6/4/19,Conecuh National Forest,345,345,43-182698,Y,19.16,4-19-16,31.03813,-86.68734,N,10,,J,J,J,607.5,15.2,15.2,116,65,15.3,13.7,15.9,4,Y,UB,90,1450,N,N,CG PHONE,,-,-,-,-,-,MILD ASYM,6/2/19,6/2/19,,STRESSED IN TRAP/FOAMY
Goessling,4,43625,2019,9-Jun-19,6/9/19,Conecuh National Forest,346,346,43-182796,Y,19.05,4-19-05,31.03961,-86.68552,N,7,7,J,J,J,640,15.3,15.1,114,67,15.2,13.8,15.6,1,Y,NO,65,1137,N,N,CG PHONE,,0,0,0,0,0,MILD ASYM,5/26/19,5/26/19,,STRESSED IN TRAP; BRUISED ON HEAD
Guyer,5,35682,1997,9-Sep-97,9/9/1997,Conecuh National Forest,40,40,,,530,,31.087673,-86.674489,N,4,4,J,J,J,181,9.9,,8.3,,9.5,,9.9,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33480,1991,30-Aug-91,8/30/1991,Conecuh National Forest,51,51,,,404,,31.09102,-86.672612,N,4,4,J,J,J,161,9.1,,7.2,,9.1,,9.5,1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33850,1992,3-Sep-92,9/3/1992,Conecuh National Forest,51,51,,,740,623,31.091288,-86.672424,R,5,5,J,J,J,188,10.0,,8,,9.8,,10.2,1.5,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34534,1994,19-Jul-94,7/19/1994,Conecuh National Forest,51,51,,,639,,NA,NA,R,7,7,J,J,J,276,11.2,,9.3,,11.4,,11.7,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33480,1991,30-Aug-91,8/30/1991,Conecuh National Forest,52,52,,,405,,31.091081,-86.671814,N,11,11,M,JM,J,678,15.4,,10.9,,15.5,,15.9,2,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33844,1992,28-Aug-92,8/28/1992,Conecuh National Forest,52,52,,,405,,31.091081,-86.671814,R,12,12,M,JM,J,769,16.0,,12.3,,16.2,,16.6,1.8,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34139,1993,19-Jun-93,6/19/1993,Conecuh National Forest,52,52,,,405,,31.091081,-86.671814,R,13,13,M,JM,J,725,15.9,,12.4,,16.2,,16.7,1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34535,1994,20-Jul-94,7/20/1994,Conecuh National Forest,52,52,,,405,,31.091081,-86.671814,R,14,14,M,JM,J,824,16.2,,12.9,,16.9,,17.2,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35305,1996,28-Aug-96,8/28/1996,Conecuh National Forest,52,52,,,362,,31.091086,-86.672072,R,15,16,M,M,M,1338,19.2,,14.9,,19.7,,20.3,4,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33481,1991,31-Aug-91,8/31/1991,Conecuh National Forest,53,53,,,401,,31.090609,-86.672943,N,21,,M,M,M,2531,24.2,,16.7,,24.3,,25.4,8,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33850,1992,3-Sep-92,9/3/1992,Conecuh National Forest,53,53,,,402,,31.09067931,-86.67260376,R,23,,M,M,M,2476,23.9,,18.3,,25.2,,26.0,0.6,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33482,1991,1-Sep-91,9/1/1991,Conecuh National Forest,54,54,,,402,,31.09067931,-86.67260376,N,,,M,M,M,2609,22.9,,16.4,,23.4,,24.8,7,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33850,1992,3-Sep-92,9/3/1992,Conecuh National Forest,54,54,,,318,"355, 510",31.0895851,-86.67346906,R,,,M,M,M,2668,23.6,,16.6,,23.5,,24.9,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34138,1993,18-Jun-93,6/18/1993,Conecuh National Forest,54,54,,,983,674,31.089488,-86.67374,R,,,M,M,M,2550,23.5,,18.2,,23.5,,24.9,7,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34543,1994,28-Jul-94,7/28/1994,Conecuh National Forest,54,54,,,556,184,31.090804,-86.672902,R,,,M,M,M,2663,23.5,,18.2,,23.3,,24.7,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33485,1991,4-Sep-91,9/4/1991,Conecuh National Forest,55,55,,,406,,31.09115,-86.6717,N,24,,M,M,M,2603,23.6,,16.9,,25.3,,25.6,7,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33489,1991,8-Sep-91,9/8/1991,Conecuh National Forest,55,55,,,415,,31.090831,-86.67334,R,,,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33850,1992,3-Sep-92,9/3/92,Conecuh National Forest,55,55,,,621,,31.090692,-86.672174,R,15,,M,M,M,2678,24.2,,18.5,,23.2,,26.1,7,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33856,1992,9-Sep-92,9/9/1992,Conecuh National Forest,55,55,,,NA,,NA,NA,R,,,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34141,1993,21-Jun-93,6/21/1993,Conecuh National Forest,55,55,,,401,,31.090609,-86.672943,R,17,,M,M,M,2436,24.0,,18.3,,25.2,,25.9,5,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35305,1996,28-Aug-96,8/28/1996,Conecuh National Forest,55,55,,,406,,31.09115,-86.6717,R,20,,M,M,M,2523,24.0,,18.2,,25.0,,26.1,6,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35313,1996,5-Sep-96,9/5/1996,Conecuh National Forest,55,55,,,597,,31.090318,-86.671883,R,20,,M,M,M,,24.0,,18.2,,25.0,,26.1,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,transmitter bits still on
Guyer,5,35676,1997,3-Sep-97,3-Sep-97,Conecuh National Forest,55,55,,,621,,31.090692,-86.672174,R,15+,,M,M,M,2678,24.3,23.2,18.5,,25.3,25.3,26.1,7,,,,,,,,,,,,,,,,,,
Guyer,5,33486,1991,5-Sep-91,9/5/1991,Conecuh National Forest,56,56,,,439,,31.08757,-86.67391,N,13,,F,JF,J,706,15.9,,13.2,,15.8,,16.1,1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33485,1991,4-Sep-91,9/4/1991,Conecuh National Forest,57,57,,,926,435,31.08753,-86.6745,N,4,4,J,J,J,140,8.6,,6.9,,9.0,,9.1,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33492,1991,11-Sep-91,9/11/1991,Conecuh National Forest,58,58,,,504,"403, 750",31.09079,-86.6726,N,10,10,F,JF,J,511,14.0,,10.5,,13.9,,14.5,1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33846,1992,30-Aug-92,8/30/1992,Conecuh National Forest,58,58,,,504,"403, 750",31.09079,-86.6726,R,12,11,F,JF,J,618,14.8,,11.8,,14.2,,15.1,0.1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34142,1993,22-Jun-93,6/22/1993,Conecuh National Forest,58,58,,,504,"403, 750",31.09079,-86.6726,R,12,12,F,JF,J,668,14.9,,12.1,,14.7,,15.4,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33844,1992,28-Aug-92,8/28/1992,Conecuh National Forest,92,92,,,738.1,"626, 732, 433, 738.1",31.08783,-86.6746,N,12,12,F,JF,J,837,16.5,,13.3,,16.5,,17.0,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33844,1992,28-Aug-92,8/28/1992,Conecuh National Forest,94,94,,,621,,31.090692,-86.672174,N,9,9,F,JF,J,371,12.3,,10,,12.0,,12.3,0.1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34549,1994,3-Aug-94,8/3/1994,Conecuh National Forest,94,94,,,978,,31.090621,-86.671724,R,11,11,F,JF,J,476,13.5,,10.8,,13.3,,13.7,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35305,1996,28-Aug-96,8/28/1996,Conecuh National Forest,100,100,,,312.1,975,31.0907818,-86.67148915,N,9,9,M,JM,J,847,16.6,,12.8,,16.9,,17.2,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35671,1997,29-Aug-97,8/29/1997,Conecuh National Forest,100,100,,,312.1,975,31.0907818,-86.67148915,R,10,10,M,M,M,1052,18.4,,13.9,,18.5,,19.1,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35977,1998,1-Jul-98,7/1/1998,Conecuh National Forest,100,100,,,NA,,NA,NA,R,11,11,M,M,M,1171,18.9,,13.9,,19.1,,19.6,1,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33844,1992,28-Aug-92,8/28/1992,Conecuh National Forest,101,101,,,907,437,31.087723,-86.674339,N,15,15,M,M,M,2400,23.0,,18.3,,22.8,,23.5,0,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34152,1993,2-Jul-93,7/2/1993,Conecuh National Forest,101,101,,,907,437,31.087723,-86.674339,R,17,16,M,M,M,2350,23.7,,18.5,,23.1,,24.2,8,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35316,1996,8-Sep-96,9/8/1996,Conecuh National Forest,101,101,,,744,97,31.08774,-86.67348,R,18,19,M,M,M,5168,24.2,,18.8,,23.6,,25.0,10,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35681,1997,8-Sep-97,9/8/1997,Conecuh National Forest,101,101,,,443,"378, 934",31.08748,-86.67341,R,18,20,M,M,M,2795,24.2,,18.8,,23.9,,25.4,6,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35984,1998,8-Jul-98,7/8/1998,Conecuh National Forest,101,101,,,742,,31.087577,-86.674572,R,20,21,M,M,M,2571,24.3,,18.7,,24.1,,25.3,10,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Goessling,5,44000,2020,18-Jun-20,06/18/20,Conecuh National Forest,101,101,43-181374,Y,317,,31.08997,-86.67416,R,old,43,M,M,M,3634,25.5,25.2,202,115,25.1,22.8,26.8,16,N,,,14:30,,,JG Phone,,0,0,0,0,0,Mild asymm.,2-Jun-20,06/02/20,Whole blood for genetics; no plasma; blood not labeled w/ ID; must be 101,
Guyer,5,33844,1992,28-Aug-92,8/28/1992,Conecuh National Forest,102,102,,,738,515,31.089819,-86.673606,N,11,11,M,JM,J,885,16.2,,13.1,,16.4,,17.0,0.2,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34139,1993,19-Jun-93,6/19/1993,Conecuh National Forest,102,102,,,676,,31.089673,-86.673853,R,12,12,M,JM,J,877,16.7,,13.3,,16.8,,17.4,2,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,35313,1996,5-Sep-96,9/5/1996,Conecuh National Forest,102,102,,,310,901,31.09070273,-86.6731919,R,14,15,M,M,M,2536,19.2,,15.1,,19.4,,20.2,5,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,33853,1992,6-Sep-92,9/6/1992,Conecuh National Forest,103,103,,,622,,31.08693,-86.67345,N,18,,F,F,F,3302,25.9,,19.9,,24.8,,26.4,3.5,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
Guyer,5,34156,1993,6-Jul-93,7/6/1993,Conecuh National Forest,103,103,,,622,,31.08693,-86.67345,R,18,,F,F,F,3079,25.8,,20,,24.9,,26.1,4,,,,,,,,,,,,,,,,,proofed by CG 12/23/2017,
